,airline_sentiment,negativereason,airline,text_clean
11039,1,Cancelled Flight,US Airways,usairways disappoints cancelled flighted flights missed appointments promised refund lie
11040,1,Customer Service Issue,US Airways,45 minutes hold waiting speak agent come usairways ridiculous baggagelost usairways
11041,1,Lost Luggage,US Airways,unable locate baggage frustrating sons clothes needs zfv yyz usairways baggagelost
11042,1,Flight Booking Problems,US Airways,already question still say progress askpaypal 6 days
11043,1,Customer Service Issue,US Airways,usairways kidding bad customer service folks flew psp phx flight 2692 2 19 cont http co kigfkvxxdq
11044,0,,US Airways,thanks getting rescheduled direct flight nola tonight 10 minutes hopefully hour earlier getting
11045,1,Late Flight,US Airways,problem flight gainesville us airways 5137 clt miss connecting flight 5547 iad get another flight
11046,1,Customer Service Issue,US Airways,still no rep talk 3 days late flightr u r asking checkin flight tmrw refund requested deal w
11047,1,Late Flight,US Airways,flight 1777 waiting 30 minutes rsw waiting weight balance clearance come let us leave
11048,1,Flight Booking Problems,US Airways,askpaypal marked completed scared going lose reservation money going refunded
11049,1,Flight Booking Problems,US Airways,askpaypal completed case still say progress paypal website reserved 13th
11050,0,,US Airways,askpaypal contacted bank took money today also contacted said reservation
11051,1,Customer Service Issue,US Airways,appreciate calls flight delayed recorded msg tedious amp goes amp vote texts practical
11052,1,Late Flight,US Airways,horrible communication delayed flight lga got 2 emails seconds w different delay times horrible
11053,0,,US Airways,thank finally got bag customer services reps wonderful
11054,0,,US Airways,6 05pm flight phl sat 2 21 snow expected able switch earlier flight without penalty
11055,0,,US Airways,got bags today thanks
11056,1,Customer Service Issue,US Airways,45 min hold time hang manager mike dividend miles dept tough justify sticking us air cc status
11057,1,Can't Tell,US Airways,never fails disappoint
11058,1,Flight Booking Problems,US Airways,platinum flyer bought tkt aa also accounts linked not check flight tomorrow
11059,1,Flight Attendant Complaints,US Airways,usairways person taking tickets rude delayed 4 50 minutes overfilled fuel plane 500
11060,1,Customer Service Issue,US Airways,flight 500 seattle 10 000lbs much fuel no water lavoratories nice job guys est 40min behind
11061,0,,US Airways,flight 437 phx gt ord lead fa bill professional fa seen 9 years flying usair no ab cards
11062,0,,US Airways,miss work taken philly flight 1776 bos gt phl many times res seat
11063,0,,US Airways,http co axryeiwzh0 vuelo24 es vuelos24 es sell cheap mad nyc usairways trusted webs scam
11064,1,Customer Service Issue,US Airways,total lack cust service mom flying solo w baby not flying w air
11065,1,Bad Flight,US Airways,pure anarchy flight 555 slc people walking nothing packed bags arms full stuff getittogether
11066,1,Damaged Luggage,US Airways,know hockey sticks expensive baggage handlers not throwing cart
11067,0,,US Airways,no problem things worked airport thanks
11068,0,,US Airways,word whether not flight 1971 seattle charlotte connections held
11069,0,,US Airways,please change direct flights ric jfk instead lga pleeeeease lga pits
11070,1,Flight Booking Problems,US Airways,tried doesnt help much reservation seems overwhelmed issues
11071,1,Late Flight,US Airways,take lesson wait passengers connecting flights shame
11072,0,,US Airways,phone nbr refund dept
11073,0,,US Airways,post travel alerts website traveling bdl sunday morning
11074,0,,US Airways,yes domestic flight thank
11075,0,,US Airways,bring copy photo baby birth certificate flight feel uncomfortable traveling real thing
11076,0,,US Airways,would like see similar phl http co n9vge2npib
11077,0,,US Airways,thanks made safely http co kcqebeej7s
11078,1,Cancelled Flight,US Airways,say connections good still another reflight booking problems last thing need today
11079,1,Late Flight,US Airways,tells talk delayed flights aa tells talk us ihatemergers
11080,1,Customer Service Issue,US Airways,holdup looking another flight
11081,1,Late Flight,US Airways,going take hour not okay usair not okay ruining everything
11082,1,Late Flight,US Airways,4420 delayed
11083,1,Customer Service Issue,US Airways,25 min hung always awful call reservations
11084,1,Bad Flight,US Airways,guess take chances amp keep 50 courtesy free seems cabin always full
11085,1,Late Flight,US Airways,4 hours late flightr lost conection
11086,0,,US Airways,heard monterey airport closed due thick fog updates
11087,1,longlines,US Airways,15min hold reservation line embarrassing aa platinum member
11088,0,,US Airways,love changes lounge cheese veggies olives addition crackers snack mix
11089,0,,US Airways,thanks another method also would nice appears design flaw
11090,1,Bad Flight,US Airways,yes every one every flight like needs velcro something
11091,1,Bad Flight,US Airways,please secure footrest shelf business class a330 airplanes http co zl4bvexmcj
11092,1,Late Flight,US Airways,forgetting fuel realizing cargo add plane one way try mask delay
11093,1,Late Flight,US Airways,gate team polite planes habitually late flight many cases passengers waiting flight crew
11094,1,Bad Flight,US Airways,fuk u us airways yo shitty chicken salad sandwich overpriced u fuking make wait 6 hr layover fuk u
11095,1,Flight Booking Problems,US Airways,75 uncertainty know u run account u not create policy undue penalty job req ing flexibility
11096,0,,US Airways,anyway get rebook help twitter
11097,1,Customer Service Issue,US Airways,letting us go runway mechanical problems wewantcomps
11098,1,Late Flight,US Airways,wtf going 1 30 dc bos twice go back back gate leaving runway total bs
11099,1,Late Flight,US Airways,not moving tarmac delayed unknown reason keep posted
11100,1,Customer Service Issue,US Airways,keep missing updated connections need make jax friend wedding strandedattheairport
11101,1,Lost Luggage,US Airways,guys losing luggage suppose flight highly disappointed no meds no clothes
11102,0,,US Airways,wanted connect discuss sponsorship opportunities http co q6xedzvhh9 silicon valleys 10 day film festival
11103,1,Flight Attendant Complaints,US Airways,garywerk poor excuse towards front plane no sandwiches pay
11104,1,Customer Service Issue,US Airways,not patient annoyed not book travel online not make people wait phone
11105,0,,US Airways,us airways csr phoenix airport fixed problem
11106,1,Late Flight,US Airways,still yuma waiting 2702 go looks like might miss 2696 montereyregionalairport need options please
11107,1,Can't Tell,US Airways,alan bledsoe thanks feedback alan thx no help watch flt lve w open seats wait 3hrs nxt flt
11108,0,,US Airways,usairways not think us site allows unlike http co etfjqiwuvt use us credit held http co etfjqiwuvt
11109,0,,US Airways,lol
11110,1,Customer Service Issue,US Airways,still waiting response
11111,1,Flight Booking Problems,US Airways,call use credit fm prev cxl tix not rebooked online rep called quoted 1k higher website
11112,1,Customer Service Issue,US Airways,basically stuck paying hidden fees bumped inferior flight jetblue come usairways mergers
11113,0,,US Airways,change
11114,1,Can't Tell,US Airways,oh irony dog not spot barking waiting area right front please send cocktail coupon stat
11115,0,,US Airways,us air switching aa ios app aa app much better
11116,0,,US Airways,75 change ok time r open seats earlier flt no chkd bag not let someone fly standby
11117,0,,US Airways,thanks gate agent state college pa able get earlier flight figure earlier connection
11118,0,,US Airways,think weird mileage 666
11119,0,,US Airways,flight 1783 clt bos
11120,1,Flight Attendant Complaints,US Airways,4 kids anxious husband not sit 4 current setup no warning 6 seats changed
11121,1,Bad Flight,US Airways,guys switched not inform chathes
11122,1,Lost Luggage,US Airways,worst airline ever left without luggage 7 days submit 700 expenses offer refund 297 badservice
11123,1,Customer Service Issue,US Airways,app bad feel bad
11124,1,Flight Booking Problems,US Airways,still irritated well planned booked return messed amp no warning
11125,0,,US Airways,99 companion ticket benefit premier world mastercard still limited usairways flights aa qualify well
11126,1,Can't Tell,US Airways,probably losing family world travelers customers due broken processes hope fix
11127,0,,US Airways,one flight though 2nd leg kids sitting scattered aircraft
11128,1,Late Flight,US Airways,yes thanks never seen anything like come yuma time big disappointment 40 still waiting
11129,1,Bad Flight,US Airways,hearing lot instead feedback get back home
11130,1,Customer Service Issue,US Airways,ass backwards process using credits flights even trying get hold customer relations impossible
11131,1,Can't Tell,US Airways,destroying lives eastern gastoncounty lively little event profits
11132,1,Customer Service Issue,US Airways,5 hour cross country morning flight no food badservice
11133,0,,US Airways,us airways since 03 back forth gatwick charlotte lhr bit sad nostalgic way
11134,1,Cancelled Flight,US Airways,understood sympathetic get 100 back not pay especially switched flight
11135,1,Bad Flight,US Airways,bought tickets months ago seats together 6 not changed flight 4 kids seats scattered plane
11136,1,Flight Attendant Complaints,US Airways,1 person check 50 people plane boards 20 minutes telling people exec bene not honored
11137,0,,US Airways,no problem funny nice day
11138,0,,US Airways,yes travel complete flight 5095 clt cak feb 18
11139,1,Cancelled Flight,US Airways,cancelled flightled due maintenance plane 10 hours get shit together lot people unhappy
11140,1,Late Flight,US Airways,year every time us air something happens sat waiting scheduled flight 10 hours say
11141,1,Customer Service Issue,US Airways,switched american airlines flight not choice charged 50 bags thought merged
11142,1,Customer Service Issue,US Airways,flight cost 800 happens fly no problems come us 4 5 times
11143,0,,US Airways,obj 3 even airlines scheming get follow obj lmaooo
11144,1,Can't Tell,US Airways,no got philly monday got final destination south carolina wednesday not acceptable
11145,1,Customer Service Issue,US Airways,hour still no one yuma counter
11146,0,,US Airways,dm amp add upgrade list flt tonight
11147,1,longlines,US Airways,50 people line stupid heck
11148,1,longlines,US Airways,people line waiting 55 minutes customer service representative
11149,1,Can't Tell,US Airways,americanair feel sorry aa
11150,1,longlines,US Airways,no one yuma ticket counter 30 minutes 30 people line terrible service
11151,0,,US Airways,reminder 2 28 tweeting http co mfmnkmvotr rt look 4ward follow back
11152,1,Late Flight,US Airways,amazing day delayed 4 hrs bc frozen h2o plane sitting gate plane 4 30 mins still waiting flight1797
11153,0,,US Airways,end rt reminder 2 28 tweeting join us http co nbpcjcpew9
11154,1,Late Flight,US Airways,stuck philadelphia airport 32 hours due maintenance dreading flight back home disgusting
11155,1,Flight Booking Problems,US Airways,sincerely regret dividend miles good things coming end
11156,0,,US Airways,thanks
11157,0,,US Airways,reminder 2 28 tweeting join us http co wbmhrl3bvl
11158,1,Can't Tell,US Airways,thanks telling flight time plane broken inferior airline
11159,0,,US Airways,albertbreer know complain rt reminder 2 28 tweeting
11160,0,,US Airways,frequent flyer miles schedule interchangeably get credit
11161,1,Customer Service Issue,US Airways,called resolve dividend miles issue week no avail please advise asap
11162,1,Customer Service Issue,US Airways,finally answered rude not help
11163,0,,US Airways,no not leave
11164,0,,US Airways,success made flight please thank crew 556 great time recovery
11165,0,,US Airways,2d 3d embossed badges patches superior ones currently using http co 3fq3xelbon
11166,0,,US Airways,far good week sav clt boarded departure time first time 4 weeks perhaps time departure
11167,0,,US Airways,accurate safety guide shown no mp3 player usage takeoff landing http co nvk3irg4kp
11168,1,Customer Service Issue,US Airways,hold 36 mins counting cause charged credit card bag provided no receipt said error awful
11169,0,,US Airways,party 4 booked flight aug 10 05am find much would cost change earlier fl
11170,1,Late Flight,US Airways,1917 still sitting feels badly handled
11171,0,,US Airways,lilly sju check fabulous
11172,1,Customer Service Issue,US Airways,hold two hours got hung oh god
11173,1,Customer Service Issue,US Airways,phone hold 30 mins trying speak agent ca not change reservation online sigh badcustomerexperience
11174,0,,US Airways,thank
11175,1,Customer Service Issue,US Airways,music hold hour trying get aadvantage membership merged someone please call asap
11176,0,,US Airways,flight full 1 open middle seat not want sit policy
11177,0,,US Airways,657 daughter candice together baby
11178,1,Late Flight,US Airways,sorry meant flight 4420 supposed depart 5 00 says 6 30 issue
11179,1,Flight Booking Problems,US Airways,moving seats bought 4 months ago happens far often
11180,1,Bad Flight,US Airways,usairways could change name southwestair would awesome also plane smells like onion rings
11181,0,,US Airways,tbt every day
11182,1,Late Flight,US Airways,issue flight 4420 jax delayed tonight
11183,1,Cancelled Flight,US Airways,got rebooked sent a9 wrong gate traveled back b13 correct flight tired amp frustrated
11184,0,,US Airways,got room earlier flight home charge 75 get hero
11185,0,,US Airways,cakendeath question lady behave
11186,0,,US Airways,dl send ethan new pants white revive laundry tabs great guy good crew err single
11187,1,Late Flight,US Airways,updates flight 1917 philly la sitting gate close 2 hours
11188,1,Customer Service Issue,US Airways,prices honored ive waited 1 1 2 hours hold make sure still get prices originally started
11189,0,,US Airways,thank refunding bag fee look forward return today hope
11190,1,Late Flight,US Airways,happening 1217 phl lax 3 hr delay poor communication
11191,1,Customer Service Issue,US Airways,stuck phx overnight service getting worse flying southwest
11192,1,Bad Flight,US Airways,left us stay flight got bags sucks run baby bags
11193,1,Late Flight,US Airways,passed frustrated 4 hours ago asked get first plane sat hour
11194,0,,US Airways,thank
11195,1,Damaged Luggage,US Airways,another bad experience today frozen pipes 597 missing connection
11196,1,Flight Attendant Complaints,US Airways,course yeah travel gotten harder ask passengers switch not fact attitude
11197,0,,US Airways,skys r sunny air cold not wait get clt
11198,1,Customer Service Issue,US Airways,never imagined would hard spend money us air stubbornly hoping someone come back phone
11199,1,Flight Booking Problems,US Airways,found great prices thru us air honeymoon website wont work hold hour told 10 min
11200,1,Bad Flight,US Airways,flight phf clt terminal not get plane yet need get iah flight
11201,1,Late Flight,US Airways,hold two seats 11 35 flight phx las 1856 delayed flight 556 not going arrive time
11202,1,Bad Flight,US Airways,chairman 1st class flights today system cancelled flightled tickets kicked 1st
11203,1,Customer Service Issue,US Airways,hold 40 minutes get receipt know guys busy think time higher staff
11204,0,,US Airways,1917 thanks 5 hour layover la icing cake least staff courteous helpful not unreal
11205,1,Late Flight,US Airways,yeah expecting 3 hours
11206,1,Cancelled Flight,US Airways,wish flying cancelled flightled flights tomorrow never notified us flyus ripoff
11207,1,Late Flight,US Airways,502 phx im still plane waiting waiting
11208,1,Customer Service Issue,US Airways,trying merge freq flyer accts keep getting error message machine calling provided help
11209,1,Late Flight,US Airways,hold captain late flight bag not fit
11210,1,Customer Service Issue,US Airways,
11211,0,,US Airways,thanks slowing inbound plane not need worry 4438 eyw late flight great holz ahead cheers
11212,1,Flight Attendant Complaints,US Airways,turn seat cushions clean area please explain issue
11213,1,Customer Service Issue,US Airways,booked seat ended last row labeled no occupy play musical chairs 30 mins unacceptable
11214,1,Customer Service Issue,US Airways,phone support rebooked orig flt late flight made
11215,0,,US Airways,kudos phone support charlotte gate staff
11216,1,Can't Tell,US Airways,let say directly correlate flightd chance replacement case know would cost airline less
11217,1,Late Flight,US Airways,afternoon conference las vegas would rather plan ahead run thru airport attempt
11218,1,Late Flight,US Airways,hirasmusbidragi try stuck tarmac waiting gate may miss 9 25 connection 883
11219,1,Damaged Luggage,US Airways,thought moving lot business first impressions count glad miles not cash
11220,0,,US Airways,chance making 561
11221,1,Late Flight,US Airways,flight 556 delayed connection help flight 561 help via email
11222,1,Customer Service Issue,US Airways,usairways hey letting know worst fucking service ever used thanks nothing
11223,0,,US Airways,flight us 723 dublinairport phlairport passing loveloughneagh 20 000 ft morning http co frd0cay6da
11224,0,,US Airways,ok worried something wrong flight 1870 consider flying earlier
11225,1,Customer Service Issue,US Airways,part 2 2 tried calling cust serv system hung twice system issues please advise
11226,1,Can't Tell,US Airways,wife trying check flight tonight rsw website not allowing saying must go airport part 1 2
11227,1,Flight Booking Problems,US Airways,lol thanks switch american http co sl6bdrxfn8
11228,1,Can't Tell,US Airways,preciate cant get plane speak w agent wont come plane 5015 knoxville
11229,0,,US Airways,good ideas traveling today airport need petition faa regarding silly 24 name change rule
11230,0,,US Airways,res went maiden name married 50 no docs maiden name hence problem
11231,1,Customer Service Issue,US Airways,called reservations cannot change able put note res problem tsa
11232,1,Late Flight,US Airways,delayed tys 5015 likely gonna miss connection clt cun gotta get today help
11233,1,Late Flight,US Airways,plz plz plz hold 4438 eyw 810 phl gt clt sooo late flight gonna miss connection jabevan221 40th gth239
11234,0,,US Airways,btw not upset usaiways promise
11235,1,Can't Tell,US Airways,hate
11236,1,Customer Service Issue,US Airways,passenger maiden name ended last name online flight booking problems yes understand non transferable
11237,1,Can't Tell,US Airways,understood us airways getting tsa problem
11238,1,Bad Flight,US Airways,paid seat expect able use full seat
11239,1,Bad Flight,US Airways,passenger large put armrest using part seat recourse nothappy
11240,1,Flight Booking Problems,US Airways,told coded upgrade clearly purchased seat miles refuse downgrade ripoff
11241,1,Flight Attendant Complaints,US Airways,gate agent said booked full sorry ticket 1st class seat call customer service land
11242,1,Customer Service Issue,US Airways,empty 1st class chairman not move due 2 silly award travel rule trumping common sense customer service fail
11243,0,,US Airways,change correct last name via reservations already said not change ticket name
11244,1,Can't Tell,US Airways,airline not open sooner not confidence booster
11245,1,Customer Service Issue,US Airways,checked last night airport supervisor w boarding pass 1a boarding today seat changed 7f happen
11246,1,Flight Booking Problems,US Airways,new problem wrong last name reservation airways fixed new not get tsa
11247,1,Flight Booking Problems,US Airways,cardholder flying us airways advantage cards frustrating
11248,0,,US Airways,received brochure mail touting benefits advantage card usa merged baggage included
11249,0,,US Airways,paid ticket advantage world executive card pay baggage fees flying us airways wife traveling
11250,1,Customer Service Issue,US Airways,worst trip little no customer service
11251,1,Flight Attendant Complaints,US Airways,testing patience evening shall say morning waited hour gate find gate agent 130am
11252,1,Customer Service Issue,US Airways,flying manchester international philadelphia getting emails delays no information connecting flights
11253,1,Can't Tell,US Airways,thank 3860 cincy landed add frequent flyer miles account long incredibly frustrating day
11254,1,Customer Service Issue,US Airways,no credit card statement not received anything no way look
11255,1,Customer Service Issue,US Airways,waited hold long not wait hold forever never received confirm 1st place help
11256,1,Customer Service Issue,US Airways,dealing w americanair solve probs team created manch nh staff clearly c team btw notevenjv
11257,0,,US Airways,
11258,1,Customer Service Issue,US Airways,unfortunately doubt consistently subpar service improve merger usairways
11259,0,,US Airways,thank filled claim hope bags tomorrow
11260,1,Lost Luggage,US Airways,not cancelled flight flight loved another flight forgot bags
11261,0,,US Airways,done
11262,1,Customer Service Issue,US Airways,told ticket expired never recvd notice expired sucks paid 40k miles amp 125 tckt
11263,0,,US Airways,captain flight 1712 phx phl 3 55 tonight hilarious greetings pointy end airplane haha thanks
11264,0,,US Airways,noticed not believe saw confirmation flight bought weeks ago def paid though help resend
11265,1,Customer Service Issue,US Airways,worst customer service still not providing answer even drove back clt airport rude amp unacceptable fail
11266,0,,US Airways,plans support applepay board usairways mc would nice still use forget card
11267,0,,US Airways,got phone usair cancelled flightled return flights missed flight way took care
11268,1,Customer Service Issue,US Airways,run patience sitting bus without air front plane no communication anyone40min
11269,1,Late Flight,US Airways,3 delays 2 cancelled flightlations double layover 72 hours late flightr could least get extra dividend miles
11270,0,,US Airways,annettenaif appreciate shoutout roberto dm confirmation code forward kind words sent
11271,1,Cancelled Flight,US Airways,not take original flight suppose arrive last night 2 00pm today not get til 5
11272,1,Late Flight,US Airways,sitting 30 minutes runway dca gates full early landing late flight flight
11273,1,Can't Tell,US Airways,flight4592 let us plane please go gate absurd
11274,0,,US Airways,get full amount credited account us airways credit
11275,1,Lost Luggage,US Airways,2 trips row missing luggage like last time pay baggage transported
11276,1,Lost Luggage,US Airways,lost luggage yay
11277,0,,US Airways,found flight want cheapoair aa advantage applicable earn miles since merging
11278,1,longlines,US Airways,really frustrating endlessly waiting phl ground crew taxi us 10pm night taking long
11279,1,Bad Flight,US Airways,thanks calling 10 00p redirected flight 10 07p smoothoperation
11280,1,Customer Service Issue,US Airways,bad customer service experience help
11281,1,Customer Service Issue,US Airways,trying reach dividend miles extend ticket last 3 days 20 calls get message call back
11282,0,,US Airways,really
11283,1,Late Flight,US Airways,airline misplace airline attendant reagan airport since 1pm10 15 cincy delayed trying find
11284,1,Flight Booking Problems,US Airways,flight finally arrived charlotte booked luggage thru lga no room flight mess
11285,1,Lost Luggage,US Airways,hold hour still not know bags not refund flight not weather
11286,1,Can't Tell,US Airways,no not
11287,1,Can't Tell,US Airways,wife flight changes due weather cant checkin return flight fails possible usair cancelled flightled
11288,0,,US Airways,thank fixing 5 hour delay
11289,1,Customer Service Issue,US Airways,yup 1 34 minutes limit waiting hold thanks nothing
11290,1,Customer Service Issue,US Airways,patience not acceptable http co n7psuejdc8
11291,0,,US Airways,please follow dm something
11292,0,,US Airways,usairways 4 flights 48hrs amp flight attendant 3 flights freaky coincidence plus side great
11293,0,,US Airways,landed safely everything worked
11294,1,Customer Service Issue,US Airways,explain hold hour dumb using different airline wth
11295,1,Can't Tell,US Airways,used evening flight dca dsm early return middle work day inconvenient
11296,1,Late Flight,US Airways,delays max
11297,0,,US Airways,sunday ca not wait see
11298,1,Customer Service Issue,US Airways,well nofun nocustomerservice onhold trying make reservations nothappy http co m7mmq2f5fa
11299,1,Late Flight,US Airways,not take longer get gate flight takes 59 minutes flying time 47 minutes runway far
11300,1,Customer Service Issue,US Airways,attempting ckin flight 2 19 day site unable retrieve details called twice disconnected
11301,1,Customer Service Issue,US Airways,emailed week ago still nothing
11302,1,Customer Service Issue,US Airways,would willing pay anything change flight allegianttravel not help
11303,1,Customer Service Issue,US Airways,yeah guys told call website booked booked website unacceptable
11304,1,longlines,US Airways,still waiting captain reports called 6 times get ground crew still sitting runway evenlate flightr
11305,1,Late Flight,US Airways,real mvp holding flight connecting philly tampa
11306,0,,US Airways,finally rectified flight situation thanks
11307,0,,US Airways,difference cancelled flighting reflight booking problems help avoid change fee
11308,0,,US Airways,time today phl nice work thereisafirstforeverything
11309,1,Cancelled Flight,US Airways,likely lost business terrible experience many times stuck tarmac last min cancelled flightled flights done
11310,1,Lost Luggage,US Airways,day ca not find bag anywhere bc saying never scanned amp technically never left lax
11311,1,Late Flight,US Airways,no ground crew dca already late flight arriving evenlate flightr
11312,1,Lost Luggage,US Airways,told notough break unacceptable not even tell bags
11313,0,,US Airways,ice cream front solid
11314,0,,US Airways,shout pilots fc attendant eliz us 673 super strong crosswinds landing eliz super job throughout
11315,1,Lost Luggage,US Airways,telling not correct tag luggage luggage apparently not la charlotte not ok
11316,1,Customer Service Issue,US Airways,software broken call customer support not fix like said earlier yell developers
11317,1,Flight Booking Problems,US Airways,not double booked spoke cs got plan fix still amateur mistake never happen
11318,0,,US Airways,nothing done online help bought birthday present trying able afford change
11319,1,Customer Service Issue,US Airways,hey guys due horrible customer service issues way get checked bag credit
11320,1,Late Flight,US Airways,delayed 2 days weather top got yelled late flight not notified time change welldone
11321,1,Can't Tell,US Airways,not great experience first time flying us airways going forward probably taking business elsewhere
11322,1,Can't Tell,US Airways,loosing lot business using barclays cant believe cant apply card live iowa
11323,1,Late Flight,US Airways,accommodated dsm flight tonight delay myrtle beach flight dsm back tonight
11324,1,Flight Attendant Complaints,US Airways,far gotten six different answers
11325,1,Flight Booking Problems,US Airways,oh certainly two 275 pending transactions bank account really happy charged double
11326,0,,US Airways,got email asking checkin tmrw flight meant book 3 19 someone please help wallstslumlord pkg49
11327,1,Customer Service Issue,US Airways,going hearing not friendly please wait repeat hold transferred idk
11328,1,Flight Attendant Complaints,US Airways,captain turned seat belt sign people get walk around not good
11329,1,Lost Luggage,US Airways,sorry well 24 hrs without bag not get straight answers call 6 today
11330,1,Customer Service Issue,US Airways,ya need work online checkout system two bank transactions one ticket bush league yell devs
11331,1,Late Flight,US Airways,wish way problem w de icing three amp 1 2 hour delay far amp sill not sure taking
11332,1,Customer Service Issue,US Airways,could ran usexpress psa worth damn would not stuck horrible clt
11333,1,Can't Tell,US Airways,run piece shit airline thanks ruining aa
11334,1,Customer Service Issue,US Airways,annettenaif appreciate shoutout roberto dm confirmation code forward ur kind words confirmation code
11335,1,Bad Flight,US Airways,finally back board door closed reopened need fuel think someone wd thought earlier
11336,1,Can't Tell,US Airways,secondary screenings piece plane missing anything want tell us
11337,1,Late Flight,US Airways,sitting tarmac pit 30 min no announcement sitting
11338,0,,US Airways,tsa precheck not showing boarding pass flight tomorrow help usairways tsaprecheck
11339,1,Customer Service Issue,US Airways,appreciate actually monitor twitter please pass along feedback tried calling 15 times 4 days
11340,1,Customer Service Issue,US Airways,cant help frustrated hour call u ends disconnection no answers especially div pref member
11341,1,Can't Tell,US Airways,not think ever us airways flight went smoothly
11342,1,Customer Service Issue,US Airways,please improve phone system going multiple prompts amp menus told call back late flightr major fail
11343,1,Flight Attendant Complaints,US Airways,service leaves lot desired flight 5141 early short staffing means wait tarmac thanks
11344,1,Late Flight,US Airways,late flightr flight charleston leaving flight scheduled earlier wrong
11345,1,Late Flight,US Airways,delayed cha miss connection charlotte lga not good
11346,1,Late Flight,US Airways,added seven hours day far want take odds bags carousel kc notcool
11347,1,Cancelled Flight,US Airways,marciaveronicaa missed uncle funeral hope find another flight considerate
11348,1,Cancelled Flight,US Airways,last flight cancelled flightled disappointed
11349,1,Can't Tell,US Airways,lost faithful customer
11350,1,Can't Tell,US Airways,3 times no one able help
11351,0,,US Airways,marsha myrtle beach greatest deserves respect praise thankyouforeverything
11352,1,Late Flight,US Airways,usairways seriously attendants go awol 60 mins flight delayed not lite match either http co mt8splm02v
11353,1,Customer Service Issue,US Airways,joined silver preferred heard customer service great pity misguided
11354,1,Late Flight,US Airways,bad practice disappointed airline not prepared honestly last time fly guys
11355,1,Customer Service Issue,US Airways,well worthless regular service bunch nothings idiots sucks
11356,1,Cancelled Flight,US Airways,changes well late flightr find flight scheduled not ready
11357,1,Cancelled Flight,US Airways,3 cancelled flightlations delay causing miss connecting flight another night not home thanks pathetic
11358,1,Cancelled Flight,US Airways,understandable issue creating new flight without personnel changed plans accommodate
11359,1,Lost Luggage,US Airways,thanks need locate luggage
11360,0,,US Airways,not departed yet let not get high hopes everything schedule far
11361,1,Late Flight,US Airways,thanks showing interest 3880 greenville sc
11362,1,Customer Service Issue,US Airways,app sucks balls compared
11363,1,Late Flight,US Airways,usairways flight late flight getting charlotte miss connector phoenix thanks last time ever fly usair
11364,0,,US Airways,thanks suggestion stop promo messages bit run music amp msg says call volume high vrm
11365,1,Flight Attendant Complaints,US Airways,admirals club clt rude ignorant front desk staff fallen far thanks doug parker
11366,1,Bad Flight,US Airways,clt jfk nasty planes dirty seats amp floors rude flight attendants hopefully aa get cleaned disgusting vile
11367,1,Flight Booking Problems,US Airways,paid ticket paypal 13th still says pending normal want money account
11368,0,,US Airways,ok thank told ground delay due snow
11369,1,Late Flight,US Airways,made cancelled flight car reservation came money reschedule time without crew
11370,1,Flight Attendant Complaints,US Airways,flight cancelled flightled yesterday moved today stop dc flight delayed due lack crew us4485
11371,0,,US Airways,looking forward friends family time arizona
11372,1,Customer Service Issue,US Airways,no dont think already said no one responds auto response wait auto response
11373,0,,US Airways,first class way headed portlandjetport http co kdmq0jps02
11374,1,Customer Service Issue,US Airways,started trying reach real person hour ago still no luck
11375,1,Can't Tell,US Airways,us2118 wife boston says no snow right
11376,1,Customer Service Issue,US Airways,tried call customer service line kept que 45 mins please hold not care
11377,1,Customer Service Issue,US Airways,see lie auto respond insulting email sucks
11378,0,,US Airways,pple great job w madness however systems need help appreciate hard work amp push b better
11379,0,,US Airways,thanks giving away seat another fine job http co r7ibqr4cyd
11380,1,Late Flight,US Airways,faanews stuck plane due snow boston not actually snowing boston usair flight 2218 us2218
11381,1,Customer Service Issue,US Airways,waiting desk 45 hold 36min counting photo desk agent phone not flattering
11382,0,,US Airways,thanks
11383,1,Cancelled Flight,US Airways,cancelled flighted flights 5 times past 3 days experience worst never
11384,0,,US Airways,thanks betty working gate ilm lovely gate agents clt helping get home 2 phx tonight instead tomorrow
11385,0,,US Airways,flight saturday mci clt heavy snow predicted mci u allow changes
11386,1,Cancelled Flight,US Airways,realize weather day day flights keep getting cancelled flighted please prioritize ur passengers help
11387,1,Customer Service Issue,US Airways,help get no response usairwayssucks
11388,1,Damaged Luggage,US Airways,drvrugby team back home luggage wet partly damaged not happy blizzard
11389,0,,US Airways,surprisingly quick response time thanks
11390,1,Cancelled Flight,US Airways,stop cancelled flighting flights not provide real help customers strandedinnashville
11391,1,Lost Luggage,US Airways,strikes lost bags two theworst
11392,1,Flight Booking Problems,US Airways,2 cancelled flight trip la bc weather easy us air making pay 200 use credit never
11393,1,Lost Luggage,US Airways,point baggage claim ticket not scan tracking
11394,1,Customer Service Issue,US Airways,no access dividend miles week automated phone keeps telling call back late flightr frustrated livepersonplease
11395,1,Lost Luggage,US Airways,not even track bag see like disappeared
11396,1,Customer Service Issue,US Airways,ca not get ahold anyone speak missing miles month since travel amp submitted twice online
11397,1,Late Flight,US Airways,sitting plane 40 minutes saying another 15 minutes something paper work sucks
11398,1,Customer Service Issue,US Airways,gonna better day call called 3 separate occasions past couple weeks never get person
11399,1,Can't Tell,US Airways,spent room amp transportation whole flight
11400,1,Lost Luggage,US Airways,ask reimbursement maybe miles added account inconvenience money spend
11401,1,Customer Service Issue,US Airways,asked reimbursement something like miles added account told call customer service
